marital_status,car_use,gender,kids_driving,parent,education,car_make,car_color,car_year,claim_freq,coverage_zone,claim_amt,household_income,total_claim_amount_per_time
Married,Private,Male,0,Yes,Bachelors,Chevrolet,Khaki,2004,0,Highly Urban,24743.9,197553.33,0
Married,Private,Male,0,No,High School,GMC,Purple,2008,1,Highly Rural,89263.2,72235.04,89263.2
Single,Private,Female,1,Yes,Bachelors,Mitsubishi,Mauv,1996,1,Urban,914.81,48516.26,914.81
Married,Private,Male,0,No,Bachelors,Mercedes-Benz,Violet,2012,0,Urban,60185.55,59928.8,0
Single,Commercial,Female,0,Yes,Bachelors,GMC,Khaki,1994,0,Highly Urban,74112.75,102149.74,0
Single,Commercial,Female,0,No,Bachelors,Chrysler,Violet,2007,0,Highly Rural,17771.02,172905.12,0
Married,Private,Male,0,Yes,Bachelors,Infiniti,Blue,2008,1,Rural,77233.02,121757.16,77233.02
Single,Commercial,Female,1,Yes,High School,Nissan,Crimson,2011,2,Urban,10368.78,191374.37,5184.39
Seperated,Private,Female,2,Yes,High School,Mitsubishi,Fuscia,2004,0,Highly Urban,71697.95,119971.45,0
Single,Private,Male,0,No,Masters,Buick,Aquamarine,1987,0,Suburban,9038.54,156412.79,0
Single,Private,Male,0,No,Masters,Mazda,Orange,2009,4,Suburban,78675.99,47182.02,19668.9975
Single,Private,Male,0,No,High School,Audi,Puce,2007,0,Rural,18232.02,45318.08,0
Single,Private,Male,0,Yes,High School,Volvo,Red,2009,0,Rural,97530,122595.18,0
Married,Private,Female,0,No,Masters,Pontiac,Teal,1989,0,Rural,71022.19,182559.71,0
Single,Private,Male,0,No,Bachelors,Subaru,Blue,2009,0,Suburban,38016.82,120570.24,0
Single,Private,Female,0,Yes,Bachelors,Nissan,Blue,2001,0,Urban,91167.73,127157.09,0
Married,Commercial,Female,0,No,High School,Jeep,Yellow,2010,0,Highly Rural,414.3,58741.83,0
Married,Private,Male,0,Yes,Bachelors,GMC,Orange,1996,0,Suburban,5093.97,211289.64,0
Single,Private,Female,0,No,Masters,Ford,Teal,2004,0,Highly Rural,19527.84,240874.83,0
Seperated,Private,Female,1,Yes,Masters,Mazda,Crimson,1993,0,Highly Rural,55246.52,126386.69,0
Seperated,Private,Female,1,Yes,Bachelors,Volkswagen,Blue,2011,0,Highly Rural,71659.19,169730.91,0
Single,Private,Female,0,No,High School,Infiniti,Fuscia,1997,1,Highly Urban,79225.46,161032.45,79225.46
Married,Private,Male,0,Yes,Masters,GMC,Fuscia,1998,0,Urban,22399.33,205004.87,0
Single,Commercial,Female,1,Yes,Bachelors,Isuzu,Turquoise,1993,0,Urban,37271.11,229964.54,0
Single,Private,Male,0,Yes,Bachelors,Chevrolet,Violet,1997,1,Suburban,12698.41,129092.89,12698.41
Married,Commercial,Female,0,No,High School,Jaguar,Pink,1997,0,Highly Rural,96281.4,124534,0
Married,Private,Male,1,Yes,Bachelors,Buick,Indigo,1991,1,Rural,4426.14,248100.34,4426.14
Divorced,Private,Male,0,No,Bachelors,Land Rover,Purple,2006,0,Urban,56275.59,139152.5,0
Divorced,Private,Male,0,No,Bachelors,Jaguar,Blue,2011,0,Urban,41308.6,149339.45,0
Seperated,Commercial,Female,2,Yes,High School,Buick,Indigo,1994,1,Urban,28034.67,68328.13,28034.67
Single,Commercial,Male,1,Yes,Bachelors,Cadillac,Aquamarine,2009,0,Highly Rural,75565.34,242871.99,0
Single,Private,Male,0,Yes,High School,Nissan,Teal,2002,1,Highly Urban,92300.35,198214.21,92300.35
Single,Private,Male,1,Yes,Masters,Dodge,Khaki,2004,0,Rural,40338.24,110782.21,0
Married,Private,Male,0,No,Bachelors,Suzuki,Red,2006,0,Rural,11993.58,68597.81,0
Married,Private,Female,0,No,Masters,Saab,Mauv,1988,0,Highly Urban,11610.65,176561.96,0
Single,Private,Male,0,Yes,Bachelors,Dodge,Teal,1996,1,Rural,44988.98,50749.82,44988.98
Married,Commercial,Male,0,No,High School,Pontiac,Aquamarine,2003,3,Highly Rural,90966.1,220260.98,30322.03333
Married,Commercial,Male,2,Yes,Masters,Dodge,Khaki,1992,3,Highly Urban,77545.9,201027.4,25848.63333
Single,Commercial,Female,1,Yes,High School,Hyundai,Yellow,2010,0,Rural,34129.55,72054.13,0
Married,Private,Male,1,Yes,Bachelors,Infiniti,Mauv,1997,1,Urban,87830.18,247033,87830.18
Single,Commercial,Female,1,Yes,Bachelors,Chevrolet,Mauv,1997,4,Suburban,16092.88,132847.93,4023.22
Married,Private,Male,1,Yes,High School,Mazda,Orange,2010,0,Suburban,23163.89,173694.89,0
Seperated,Private,Female,0,No,Masters,Land Rover,Blue,2012,1,Urban,16697.31,64348.65,16697.31
Seperated,Private,Male,1,Yes,High School,Infiniti,Red,1992,0,Rural,73227.18,107723.31,0
Married,Commercial,Male,1,Yes,Bachelors,Nissan,Blue,2012,0,Highly Rural,66353.28,114568.63,0
Married,Commercial,Male,0,No,High School,Subaru,Khaki,1990,0,Urban,8129.78,229170.69,0
Married,Private,Male,0,No,Bachelors,Ford,Maroon,1984,1,Highly Urban,80068.59,223101.2,80068.59
Single,Private,Female,0,Yes,Masters,GMC,Turquoise,2007,1,Rural,8242.93,91617.39,8242.93
Single,Private,Female,0,No,Bachelors,Nissan,Orange,1997,0,Suburban,82343.36,169918.98,0
Single,Commercial,Female,0,No,High School,Mitsubishi,Orange,1987,1,Suburban,70941.55,159348.2,70941.55
Single,Private,Male,0,No,Masters,Holden,Yellow,2004,0,Urban,24262.87,209579.86,0
Divorced,Private,Female,0,Yes,Bachelors,Nissan,Mauv,1996,0,Urban,25850.35,149267.22,0
Single,Private,Female,0,No,High School,Isuzu,Maroon,2002,2,Highly Rural,48362.92,145883.23,24181.46
Married,Private,Female,0,No,Bachelors,Mitsubishi,Mauv,1993,1,Highly Rural,87254.27,166727.96,87254.27
Married,Private,Male,0,No,Bachelors,Ford,Teal,2001,0,Highly Rural,4929.74,78282.43,0
Divorced,Private,Male,0,No,Bachelors,Honda,Green,2003,0,Urban,97125.59,123675.06,0
Divorced,Private,Male,2,Yes,Masters,Ford,Aquamarine,1987,0,Urban,89964.34,213478.44,0
Divorced,Commercial,Male,0,No,Bachelors,Toyota,Green,2006,0,Highly Urban,68249.02,74650.6,0
Seperated,Private,Male,0,No,Bachelors,Toyota,Fuscia,2011,0,Suburban,25049.93,124052.07,0
Single,Commercial,Male,0,No,Bachelors,BMW,Maroon,1997,2,Urban,62607.95,68608.1,31303.975
Married,Private,Female,0,No,Bachelors,Toyota,Blue,2004,0,Suburban,50640.09,190172.37,0
Single,Commercial,Male,0,No,Masters,BMW,Green,1998,0,Rural,50830.5,57066.98,0
Seperated,Private,Female,0,No,Bachelors,Pontiac,Teal,1977,0,Rural,3920.11,103042.63,0
Single,Private,Female,0,No,Masters,Chevrolet,Green,1996,0,Suburban,14937.15,169496.08,0
Single,Private,Female,0,No,Masters,Ford,Crimson,2004,0,Highly Rural,24198.2,228554.62,0
Single,Private,Female,1,Yes,Bachelors,Mercedes-Benz,Violet,2001,0,Highly Rural,97630.05,165786.27,0
Single,Private,Male,0,No,PhD,Hyundai,Mauv,2012,0,Urban,45293.81,60531.11,0
Divorced,Private,Female,0,No,Bachelors,Rambler,Puce,1963,1,Highly Urban,26333.09,47192.56,26333.09
Single,Private,Male,0,Yes,High School,BMW,Teal,1995,0,Rural,43222.21,222766.25,0
Single,Private,Male,0,No,Bachelors,Porsche,Puce,2004,2,Suburban,15063.75,55946.07,7531.875
Seperated,Private,Male,2,Yes,Bachelors,Saab,Fuscia,2011,0,Urban,20273.3,116014.49,0
Single,Private,Female,1,Yes,Bachelors,Ferrari,Pink,2006,1,Highly Rural,97084.67,147310.95,97084.67
Single,Private,Female,3,Yes,High School,Nissan,Goldenrod,2009,4,Highly Urban,82981.09,112819.01,20745.2725
Divorced,Commercial,Female,1,Yes,Masters,Mercedes-Benz,Teal,2009,0,Suburban,52228.85,97822.33,0
Married,Private,Female,1,Yes,High School,Mercedes-Benz,Mauv,2009,2,Suburban,28332.31,88309.61,14166.155
Seperated,Commercial,Female,3,Yes,High School,Lincoln,Maroon,2011,0,Rural,97117.8,163287.56,0
Married,Commercial,Female,0,No,Bachelors,Dodge,Crimson,1996,0,Highly Urban,66554.97,142396.86,0
Divorced,Private,Female,0,No,Bachelors,GMC,Mauv,1996,0,Rural,94193.08,46998.74,0
Single,Commercial,Female,0,No,Bachelors,Dodge,Goldenrod,1993,0,Highly Urban,37291,128089.63,0
Divorced,Private,Female,2,Yes,Bachelors,Lotus,Turquoise,1988,0,Rural,32238.9,114329.93,0
Single,Private,Female,0,No,High School,Nissan,Crimson,2011,0,Urban,12294.02,115673.42,0
Single,Private,Male,0,No,Bachelors,Volkswagen,Red,1997,0,Highly Urban,57051.41,124958.63,0
Married,Commercial,Female,0,No,PhD,Oldsmobile,Goldenrod,1992,0,Highly Urban,94155.74,191676.54,0
Divorced,Private,Female,0,No,PhD,Chevrolet,Pink,2001,0,Rural,47404.92,84325.05,0
Single,Commercial,Female,0,Yes,High School,Audi,Crimson,1986,0,Highly Rural,25547.54,189326.34,0
Single,Private,Female,1,Yes,Bachelors,Dodge,Red,2002,4,Rural,99779.38,99756.14,24944.845
Married,Private,Male,0,No,Bachelors,Ford,Orange,2012,0,Urban,1585.16,197717.63,0
Seperated,Private,Female,1,Yes,Bachelors,Bentley,Khaki,2009,0,Highly Urban,85086.85,234378.17,0
Married,Private,Female,0,No,Masters,Honda,Maroon,1995,1,Highly Urban,42170,150430.48,42170
Married,Commercial,Male,0,No,Bachelors,Volvo,Crimson,2007,0,Suburban,7709.79,244987.95,0
Divorced,Private,Male,0,No,High School,Saab,Green,1999,0,Highly Rural,39355.06,66927.63,0
Married,Private,Male,2,Yes,Bachelors,Subaru,Purple,1985,0,Suburban,39851.92,175643.18,0
Single,Private,Female,0,No,Bachelors,Pontiac,Teal,1994,1,Highly Urban,10654.47,54425.21,10654.47
Single,Commercial,Male,1,Yes,Bachelors,Chevrolet,Violet,2010,0,Highly Urban,53962.14,240504.63,0
Divorced,Private,Female,0,Yes,Masters,Mitsubishi,Crimson,1994,1,Highly Rural,21898.07,179599.1,21898.07
Single,Private,Female,2,Yes,PhD,Chevrolet,Violet,2001,3,Highly Rural,43068.69,107915.35,14356.23
Married,Commercial,Male,0,Yes,Masters,BMW,Indigo,1999,0,Urban,74819.58,249045.96,0
Married,Private,Female,0,No,PhD,Mercury,Green,2001,0,Highly Rural,9922.54,208523.72,0
Divorced,Private,Female,0,Yes,Bachelors,GMC,Turquoise,1994,0,Rural,41573.21,61024.16,0
Single,Private,Male,2,Yes,Bachelors,Mazda,Orange,1995,0,Urban,35911.67,172155.45,0
Married,Private,Male,0,Yes,Masters,Toyota,Fuscia,1999,1,Urban,72580.91,111424.08,72580.91
Single,Private,Male,0,No,Bachelors,Land Rover,Indigo,2008,0,Suburban,90892.5,233365.14,0
Divorced,Commercial,Male,0,No,Bachelors,Volvo,Indigo,1999,0,Highly Urban,32356.77,120143.93,0
Single,Private,Female,2,Yes,PhD,Nissan,Mauv,2010,0,Urban,16584.68,213630.72,0
Married,Private,Male,1,Yes,High School,Audi,Yellow,2007,0,Suburban,30781,120571.46,0
Single,Commercial,Male,0,No,Bachelors,Subaru,Orange,2005,0,Urban,54121.22,232775.81,0
Divorced,Commercial,Male,3,Yes,Bachelors,Dodge,Puce,1993,2,Urban,85482.58,191470.13,42741.29
Single,Private,Female,0,No,High School,Mazda,Khaki,2006,1,Urban,36757.67,223047.3,36757.67
Married,Private,Male,0,Yes,High School,Pontiac,Fuscia,1998,0,Rural,91246.91,48852.71,0
Married,Private,Female,0,No,High School,Dodge,Khaki,1993,0,Rural,48821.11,193879.88,0
Single,Private,Female,0,Yes,Bachelors,Mitsubishi,Pink,1994,0,Highly Rural,20124.85,103920.98,0
Single,Private,Male,0,No,Bachelors,Ford,Red,1998,0,Highly Rural,98840.27,77971.29,0
Married,Private,Male,1,Yes,Bachelors,Mercedes-Benz,Purple,1992,0,Suburban,80740.83,101726.61,0
Single,Private,Female,0,No,High School,Lamborghini,Purple,2004,0,Suburban,72401.9,169386.84,0
Single,Private,Female,0,Yes,High School,Lotus,Purple,1992,4,Highly Rural,96980.11,48154.64,24245.0275
Married,Private,Female,0,No,High School,GMC,Goldenrod,2012,0,Urban,29108.99,195312.69,0
Single,Private,Female,1,Yes,Bachelors,Porsche,Teal,2004,0,Rural,66818.85,221238.55,0
Divorced,Private,Female,0,No,High School,Chrysler,Aquamarine,2007,1,Suburban,44713.64,89881.79,44713.64
Divorced,Private,Female,0,No,High School,Dodge,Blue,1995,3,Suburban,56823.26,179402.51,18941.08667
Seperated,Private,Male,0,Yes,Masters,GMC,Violet,1997,0,Suburban,42989.23,239229.98,0
Seperated,Private,Female,1,Yes,Bachelors,Mazda,Yellow,2005,0,Highly Rural,13243.85,202355.64,0
Single,Private,Male,0,Yes,High School,GMC,Pink,2002,0,Rural,74061.13,200336.23,0
Single,Private,Male,0,No,Bachelors,Lexus,Blue,2003,0,Urban,2103.38,168867.82,0
Single,Private,Male,0,No,Bachelors,Dodge,Purple,1997,0,Highly Rural,47644.16,204927.93,0
Married,Private,Female,0,No,High School,Chevrolet,Crimson,2012,0,Highly Rural,48293.59,47833.6,0
Single,Private,Male,0,No,High School,Lexus,Purple,1994,0,Rural,84107.05,213275.93,0
Married,Private,Female,0,No,Bachelors,BMW,Fuscia,2012,0,Suburban,58880.23,131584.11,0
Single,Private,Female,3,Yes,Bachelors,Audi,Khaki,1990,0,Urban,34944.76,94602.77,0
Married,Commercial,Male,0,No,High School,Cadillac,Crimson,1997,0,Rural,24076.3,122124.68,0
Married,Commercial,Female,0,No,Masters,Mercury,Red,1996,0,Urban,32018.5,173401.96,0
Divorced,Commercial,Male,1,Yes,Bachelors,Porsche,Goldenrod,1987,0,Rural,30727.63,92934.13,0
Married,Private,Male,1,Yes,Bachelors,Toyota,Violet,2001,2,Urban,52647.96,167134.67,26323.98
Single,Private,Female,2,Yes,Bachelors,BMW,Goldenrod,2001,1,Rural,97091.59,248305.76,97091.59
Married,Private,Male,0,Yes,High School,Mazda,Maroon,2002,0,Highly Urban,50741.47,62706.75,0
Divorced,Private,Male,0,Yes,Bachelors,Chevrolet,Khaki,1996,0,Rural,47109.29,82082.99,0
Married,Private,Male,2,Yes,High School,Pontiac,Fuscia,1998,0,Suburban,41076.33,166185.89,0
Divorced,Commercial,Female,0,Yes,High School,Kia,Maroon,2008,0,Rural,50667.71,131884,0
Married,Private,Male,0,No,PhD,Lamborghini,Mauv,1997,0,Highly Urban,87668.98,108356.43,0
Single,Private,Male,0,No,Bachelors,Buick,Indigo,1989,0,Rural,96648.51,246341.43,0
Married,Commercial,Female,3,Yes,High School,Ford,Mauv,1993,0,Suburban,65544.56,156979.53,0
Divorced,Private,Female,0,No,Bachelors,Lincoln,Violet,1985,0,Highly Urban,45848.19,147090.83,0
Single,Private,Female,0,Yes,Masters,Subaru,Khaki,2011,1,Rural,85466.49,161473.22,85466.49
Single,Private,Female,0,No,Bachelors,Mazda,Aquamarine,1996,0,Highly Rural,82847.95,48924.37,0
Single,Commercial,Female,0,Yes,Masters,Audi,Indigo,1985,0,Urban,95694.54,63472.91,0
Seperated,Private,Male,0,Yes,Bachelors,Jeep,Purple,2010,1,Highly Rural,42711.21,148166.26,42711.21
Married,Private,Male,1,Yes,PhD,Lotus,Maroon,2011,0,Rural,84853.05,123045.42,0
Single,Private,Female,1,Yes,Bachelors,GMC,Teal,2012,0,Rural,57151.46,65792.23,0
Married,Private,Male,0,No,High School,GMC,Blue,2004,0,Urban,86909.71,229330.6,0
Seperated,Private,Female,0,No,Bachelors,Volkswagen,Violet,2006,0,Rural,68205.75,107361.05,0
Single,Commercial,Male,0,No,High School,Cadillac,Red,2004,0,Suburban,52131.41,244837.62,0
Married,Private,Male,0,No,Bachelors,Chrysler,Indigo,2010,0,Rural,94769.65,96247.21,0
Single,Private,Male,0,No,Bachelors,Dodge,Maroon,2003,1,Highly Rural,59473.14,48161.86,59473.14
Seperated,Private,Male,0,No,Bachelors,Land Rover,Maroon,2008,0,Rural,39.47,58563.68,0
Single,Private,Male,0,No,High School,Mercedes-Benz,Khaki,2012,1,Highly Urban,9362.77,200709.38,9362.77
Single,Private,Male,0,Yes,Bachelors,BMW,Turquoise,2001,0,Rural,71860.57,203754.22,0
Single,Private,Female,0,No,High School,Mazda,Aquamarine,1991,0,Suburban,29972.14,149643.96,0
Single,Commercial,Male,1,Yes,High School,Dodge,Green,2009,0,Rural,92064.96,210390.78,0
Seperated,Private,Male,1,Yes,Bachelors,Chevrolet,Pink,1977,0,Highly Urban,34005.08,140126.67,0
Married,Private,Female,0,No,Bachelors,Buick,Aquamarine,1989,0,Rural,23628.11,61124.65,0
Single,Private,Male,1,Yes,Bachelors,GMC,Green,2009,3,Urban,61622.32,77174.2,20540.77333
Married,Private,Male,1,Yes,Bachelors,Mercedes-Benz,Khaki,2009,0,Rural,96804.12,65873.5,0
Single,Private,Female,1,Yes,Bachelors,Nissan,Purple,2004,0,Suburban,55008.24,120884.79,0
Married,Private,Male,0,Yes,Masters,BMW,Orange,2010,3,Urban,20395.13,169214.07,6798.376667
Single,Private,Male,0,No,Masters,Toyota,Orange,2011,0,Urban,80985.7,203177,0
Single,Private,Female,1,Yes,Bachelors,Chevrolet,Red,1995,0,Urban,40752.75,148819.2,0
Married,Commercial,Female,0,No,Masters,Audi,Purple,2008,0,Highly Urban,99215.4,231920.61,0
Married,Commercial,Female,0,No,Bachelors,Mercedes-Benz,Blue,1998,0,Suburban,47161.06,174608.57,0
Divorced,Private,Female,1,Yes,High School,BMW,Green,2007,0,Highly Rural,43678.78,183978.27,0
Single,Private,Male,0,No,Bachelors,Chevrolet,Red,1994,0,Highly Urban,70744.69,80651.98,0
Married,Private,Female,0,No,Bachelors,Ford,Teal,2003,1,Highly Urban,33497.66,197397.15,33497.66
Divorced,Private,Male,0,No,High School,Dodge,Aquamarine,1995,0,Rural,84119.44,100253.49,0
Married,Private,Female,0,No,PhD,Volvo,Khaki,2006,0,Urban,29708.28,244665.15,0
Seperated,Private,Male,1,Yes,Masters,Spyker,Turquoise,2006,0,Urban,24296.63,245554.12,0
Seperated,Private,Male,0,No,PhD,Chevrolet,Crimson,2001,0,Suburban,97251.52,138206.76,0
Divorced,Private,Male,0,No,Masters,Dodge,Crimson,2002,3,Highly Urban,71805.78,182747.99,23935.26
Single,Private,Female,1,Yes,High School,BMW,Puce,1992,0,Highly Rural,2586.24,160000.28,0
Divorced,Private,Male,0,No,Masters,Chevrolet,Violet,1999,0,Rural,93363.58,100562.04,0
Married,Commercial,Female,1,Yes,Bachelors,Aston Martin,Green,2011,0,Highly Urban,95190.46,210015.48,0
Single,Private,Female,0,No,High School,Dodge,Blue,1992,0,Suburban,85755.46,213858.59,0
Married,Private,Female,0,Yes,Bachelors,Dodge,Crimson,1999,0,Highly Rural,80832.71,138528.6,0
Divorced,Private,Female,0,No,Bachelors,Honda,Orange,2005,1,Highly Urban,56360.54,213113.04,56360.54
Single,Private,Female,0,No,Masters,Honda,Green,1989,0,Urban,88858.79,50579.28,0
Single,Private,Female,0,No,Bachelors,Toyota,Aquamarine,2007,0,Suburban,91324.94,133437.78,0
Married,Commercial,Male,3,Yes,High School,GMC,Fuscia,2007,1,Highly Rural,75299.68,136911.97,75299.68
Divorced,Private,Female,0,Yes,Bachelors,Ford,Orange,2005,0,Suburban,10373.83,125112.62,0
Divorced,Private,Male,3,Yes,Bachelors,Plymouth,Violet,2000,2,Suburban,58945.2,79992.92,29472.6
Single,Private,Female,0,Yes,Bachelors,Mitsubishi,Red,1994,0,Rural,87082.86,55876.92,0
Single,Private,Male,0,No,Bachelors,Acura,Turquoise,2010,0,Suburban,92515.43,54184.33,0
Single,Private,Female,0,No,High School,Pontiac,Puce,1968,0,Suburban,8470.46,226665.94,0
Single,Commercial,Male,0,No,Bachelors,Scion,Indigo,2012,0,Highly Urban,60630.07,132985.23,0
Married,Private,Male,1,Yes,Bachelors,Oldsmobile,Crimson,1994,1,Highly Rural,75164.56,51380.77,75164.56
Single,Private,Female,2,Yes,Bachelors,Ford,Maroon,1967,3,Suburban,62546.45,216478.78,20848.81667
Married,Private,Male,0,No,High School,Ford,Teal,2010,0,Highly Urban,76570.44,183630.39,0
Married,Private,Male,0,No,Bachelors,Lexus,Fuscia,1995,0,Urban,7106.27,72267.85,0
Single,Private,Male,1,Yes,High School,Oldsmobile,Blue,1993,0,Rural,21161.01,120830.22,0
Divorced,Private,Female,0,No,High School,Chrysler,Teal,2008,0,Urban,99763.85,168284.29,0
Married,Private,Female,1,Yes,Masters,Land Rover,Green,2007,0,Highly Rural,77819.3,96835.19,0
Divorced,Private,Female,0,No,Bachelors,Chevrolet,Violet,2005,0,Rural,84884.92,71199.68,0
Seperated,Commercial,Male,1,Yes,High School,Mazda,Green,1987,0,Urban,75291.12,183559.8,0
Seperated,Private,Male,0,No,Masters,Nissan,Turquoise,2006,0,Urban,29989.43,62337.48,0
Single,Commercial,Female,0,No,PhD,Mitsubishi,Red,2010,0,Suburban,14200.58,230741.95,0
Married,Commercial,Female,0,No,Bachelors,Toyota,Puce,2012,1,Highly Urban,88403.8,119173.55,88403.8
Divorced,Private,Female,0,No,High School,Buick,Purple,2004,0,Highly Rural,16854.87,109494.39,0
Single,Private,Male,0,No,Masters,Dodge,Mauv,1999,4,Rural,90250.09,182477.37,22562.5225
Seperated,Commercial,Female,0,No,Bachelors,Kia,Indigo,2000,1,Suburban,51313.43,166052.12,51313.43
Divorced,Private,Male,3,Yes,High School,Volkswagen,Teal,2005,0,Suburban,69599.04,242834.27,0
Divorced,Private,Male,3,Yes,High School,Pontiac,Maroon,1988,1,Highly Urban,90178.28,108540.77,90178.28
Married,Commercial,Female,0,No,High School,Honda,Fuscia,2012,0,Rural,72701.6,48220.06,0
Single,Commercial,Male,1,Yes,Bachelors,Suzuki,Orange,2006,0,Highly Urban,10755.99,194270.36,0
Married,Commercial,Female,0,No,Bachelors,Chevrolet,Teal,2005,0,Highly Urban,2589.67,171355.11,0
Seperated,Commercial,Male,0,No,Masters,Ford,Mauv,2013,0,Urban,14343.43,243030.57,0
Single,Private,Male,0,Yes,High School,Mitsubishi,Pink,1990,0,Highly Urban,8245.85,236210.13,0
Married,Private,Male,0,No,Bachelors,GMC,Aquamarine,2008,0,Rural,25456.04,106973.27,0
Married,Private,Female,0,Yes,PhD,Volkswagen,Violet,1990,4,Highly Rural,94696.9,188575.81,23674.225
Married,Private,Male,0,No,Bachelors,Scion,Red,2008,0,Urban,21780.23,156979.55,0
Single,Private,Female,3,Yes,Masters,Volvo,Fuscia,2010,0,Suburban,95156.07,160298.99,0
Single,Private,Male,1,Yes,Masters,Ford,Blue,1985,1,Highly Rural,77195.61,166450.03,77195.61
Divorced,Commercial,Male,1,Yes,Bachelors,Chevrolet,Violet,2007,0,Highly Urban,99993.69,207420.19,0
Single,Private,Female,0,Yes,Masters,Chevrolet,Aquamarine,1994,4,Suburban,51232.68,238902.16,12808.17
Single,Private,Male,0,No,High School,Volvo,Yellow,1993,0,Rural,39590.57,182189.91,0
Single,Private,Female,0,No,Bachelors,Ford,Fuscia,1996,0,Urban,6475.09,184394.69,0
Divorced,Commercial,Female,2,Yes,Bachelors,Mercury,Mauv,1991,0,Suburban,79949.48,204582.37,0
Single,Private,Female,0,No,Bachelors,Toyota,Orange,2002,0,Highly Urban,6212.93,249427.54,0
Single,Commercial,Female,1,Yes,Bachelors,Nissan,Aquamarine,2010,0,Highly Rural,44661.71,107239.33,0
Single,Private,Female,0,Yes,High School,GMC,Yellow,1999,0,Urban,58963.08,116921.94,0
Single,Private,Male,0,No,Bachelors,Maserati,Pink,2009,4,Urban,91767.74,176794.5,22941.935
Divorced,Private,Female,0,No,High School,Ford,Goldenrod,1988,0,Highly Rural,45135.18,108276.25,0
Single,Private,Male,1,Yes,Masters,Lincoln,Indigo,2001,0,Urban,41744.53,207073.47,0
Married,Private,Male,0,Yes,Masters,Chevrolet,Pink,1974,0,Highly Urban,45732.65,154125.16,0
Divorced,Private,Female,1,Yes,High School,Jeep,Blue,2000,1,Urban,17140.98,81823.86,17140.98
Single,Commercial,Male,0,Yes,Masters,Kia,Goldenrod,2005,0,Highly Rural,80404.51,206313.27,0
Married,Commercial,Female,3,Yes,High School,Toyota,Green,2002,0,Urban,60758.67,196731.31,0
Divorced,Private,Female,0,No,Bachelors,Chevrolet,Teal,2004,0,Highly Rural,29764,124820.53,0
Divorced,Private,Female,2,Yes,Bachelors,Mercedes-Benz,Mauv,1998,0,Highly Rural,95652.02,101313.79,0
